"1M",4.18055555556159,3.157852010623108,1,18
#,%
1,100
2,83.3333333333
3,66.66666666660001
4,49.99999999990001
5,33.33333333320002
7,16.666666666500017
8,13.888888888720018
9,11.11111111094002
10,8.33333333316002
11,5.55555555538002
13,2.7777777776000203
14,2.31481481463702
15,1.85185185167402
16,1.38888888871102
17,0.92592592574802
18,0.46296296278502

"2M",7.680555555557148,3.590083005677317,2,24
#,%
2,100
3,97.22222222222
4,91.66666666665999
5,83.33333333332999
6,72.22222222222999
7,58.33333333332999
8,44.44444444442999
9,32.870370370329994
10,23.611111111069995
11,16.666666666629993
12,12.037037036999994
13,9.722222222189995
14,7.407407407379995
15,5.478395061699995
16,3.9351851851599955
17,2.7777777777499955
18,2.0061728394779954
19,1.6203703703419954
20,1.1574074073789955
21,0.7716049382429955
22,0.46296296293399547
23,0.23148148145299546
24,0.07716049379899545

"3M",11.18055555555351,3.975595886697427,3,30
#,%
3,100
4,99.537037037037
5,98.148148148147
6,95.370370370367
7,90.740740740737
8,83.796296296297
9,74.537037037037
10,63.811728395036994
11,52.469135802436995
12,41.35802469133699
13,31.327160493836992
14,23.22530864198699
15,17.05246913581699
16,12.487139917706992
17,9.207818930056993
18,6.893004115246993
19,5.221193415656993
20,3.870884773676993
21,2.8292181070069926
22,2.0447530864309926
23,1.4660493827269927
24,1.0416666666779926
25,0.7201646090649926
26,0.4501028806699926
27,0.2572016461019926
28,0.12860082305699258
29,0.05144032922979258
30,0.012860082316192581

"4M",14.680555555559966,4.3268960376901795,4,36
#,%
4,100
5,99.9228395061728
6,99.6141975308638
7,98.8425925925918
8,97.2993827160518
9,94.5987654321018
10,90.3549382716118
11,84.4007201646118
12,76.7875514403318
13,67.7854938271618
14,57.8832304526718
15,47.7880658435718
16,38.207304526701805
17,29.653206447141805
18,22.442986968401804
19,16.698816872381805
20,12.347822359351806
21,9.122085047961805
22,6.751543209831805
23,5.011145404621805
24,3.7208504800718054
25,2.7456275719788055
26,1.9954561042148056
27,1.4253257887138056
28,0.9966563785628055
29,0.6772976680008056
30,0.4415294924178056
31,0.2700617283578056
32,0.1500342935158056
33,0.0750171467394056
34,0.032150205724305596
35,0.010716735216805596
36,0.0021433470137855962

"5M",18.18055555555662,4.651741178060144,5,42
#,%
5,100
6,99.9871399176955
7,99.9228395061729
8,99.72993827160491
9,99.27983539094691
10,98.37962962962992
11,96.77211934155991
12,94.18509945129992
13,90.38065843620991
14,85.20447530863991
15,78.63511659807992
16,70.83333333332992
17,62.14206104251992
18,53.01747542294992
19,43.96004801096992
20,35.44560185184992
21,27.856367169639924
22,21.412037037039923
23,16.169410150889924
24,12.062399977139924
25,8.942043895749924
26,6.616512345679924
27,4.891117969819923
28,3.6083247599399235
29,2.6491769547269235
30,1.9268689986229235
31,1.3803155006809233
32,0.9677211934109233
33,0.6601508916279233
34,0.43509945129892325
35,0.27434842249192326
36,0.16325160036092326
37,0.09002057612682327
38,0.045010288061023265
39,0.020004572468923267
40,0.007501714672823267
41,0.002143347045933267
42,0.000357224503633267

"6M",21.68055555555517,4.955336785155932,6,48
#,%
6,100
7,99.99785665294925
8,99.98499657064475
9,99.93998628257896
10,99.81995884773696
11,99.54989711934195
12,99.01191700960295
13,98.04491026520395
14,96.45454675354395
15,94.03363625971394
16,90.59284979423394
17,86.00180041151394
18,80.23012402834394
19,73.36885335695393
20,65.63208495274394
21,57.338939376613936
22,48.87581447187394
23,40.63893175582394
24,32.97682327388394
25,26.150977366243936
26,20.314643347043937
27,15.509795096013937
28,11.682253562713937
29,8.714968183193937
30,6.461595983833937
31,4.7723408207539375
32,3.5120527549139373
