1D,3.500000000007,1.70782512766164,1,6
#,%,,,
1,100,,,
2,83.3333333333,,,
3,66.6666666666,,,
4,49.9999999999,,,
5,33.3333333332,,,
6,16.6666666665,,,
,,,,
2D,7.0000000000028,2.4152294576985,2,12
#,%,,,
2,100,,,
3,97.22222222222,,,
4,91.66666666666,,,
5,83.33333333333,,,
6,72.22222222223,,,
7,58.33333333333,,,
8,41.66666666663,,,
9,27.77777777773,,,
10,16.66666666663,,,
11,8.33333333329999,,,
12,2.77777777773999,,,
,,,,
3D,10.5000000000048,2.95803989155019,3,18
#,%,,,
3,100,,,
4,99.537037037037,,,
5,98.148148148147,,,
6,95.370370370367,,,
7,90.740740740737,,,
8,83.796296296297,,,
9,74.074074074077,,,
10,62.499999999977,,,
11,49.999999999977,,,
12,37.499999999977,,,
13,25.925925925877,,,
14,16.203703703657,,,
15,9.25925925921701,,,
16,4.62962962958701,,,
17,1.85185185180701,,,
18,0.462962962917005,,,
,,,,
4D,14.0000000000023,3.41565025531923,4,24
#,%,,,
4,100,,,
5,99.9228395061728,,,
6,99.6141975308638,,,
7,98.8425925925918,,,
8,97.2993827160518,,,
9,94.5987654321018,,,
10,90.2777777777818,,,
11,84.1049382716118,,,
12,76.0802469135918,,,
13,66.4351851851918,,,
14,55.6327160493918,,,
15,44.3672839505918,,,
16,33.5648148147918,,,
17,23.9197530863918,,,
18,15.8950617283718,,,
19,9.72222222220183,,,
20,5.40123456788183,,,
21,2.70061728393183,,,
22,1.15740740739183,,,
23,0.385802469119829,,,
24,0.077160493810829,,,
,,,,
5D,17.4999999999895,3.81881307912975,5,30
#,%,,,
5,100,,,
6,99.9871399176955,,,
7,99.9228395061729,,,
8,99.7299382716049,,,
9,99.2798353909469,,,
10,98.3796296296299,,,
11,96.7592592592599,,,
12,94.1229423868299,,,
13,90.2006172839499,,,
14,84.7993827160499,,,
15,77.8549382716099,,,
16,69.4830246913599,,,
17,60.0308641975299,,,
18,50.0000000000299,,,
19,39.9691358025299,,,
20,30.5169753086999,,,
21,22.1450617284499,,,
22,15.2006172840099,,,
23,9.79938271610993,,,
24,5.87705761322992,,,
25,3.24074074079992,,,
26,1.62037037042992,,,
27,0.720164609112924,,,
28,0.270061728454924,,,
29,0.077160493886924,,,
30,0.012860082364324,,,
,,,,
6D,21.000000000003,4.18330013267104,6,36
#,%,,,
6,100,,,
7,99.9978566529493,,,
8,99.9849965706447,,,
9,99.939986282579,,,
10,99.819958847737,,,
11,99.5498971193419,,,
12,99.0097736625519,,,
13,98.0324074074079,,,
14,96.412037037038,,,
15,93.9236111111079,,,
16,90.3527949245479,,,
17,85.5366941014979,,,
18,79.4152949245479,,,
19,72.0614711934079,,,
20,63.6895576131579,,,
21,54.6424897119279,,,
22,45.3575102880579,,,
23,36.3104423868279,,,
24,27.9385288065779,,,
25,20.5847050754379,,,
26,14.4633058984879,,,
27,9.64720507543793,,,
28,6.07638888887793,,,
29,3.58796296294793,,,
30,1.96759259257793,,,
31,0.990226337433934,,,
32,0.450102880643934,,,
33,0.180041152248934,,,
34,0.060013717406934,,,
35,0.015003429341134,,,
36,0.002143347036634,,,
,,,,
7D,24.4999999999939,4.51848057057392,7,42
#,%,,,
7,100,,,
8,99.9996427754915,,,
9,99.9971422039323,,,
10,99.9871399176954,,,
11,99.9571330589848,,,
12,99.8821159122084,,,
13,99.7170781893004,,,
14,99.3895033150434,,,
15,98.7940100594424,,,
16,97.7912808642024,,,
17,96.2134202103424,,,
18,93.8778863740324,,,
19,90.6121399177024,,,
20,86.2836505487024,,,
21,80.8299039780624,,,
22,74.2830504115324,,,
23,66.7838363054524,,,
24,58.5794610196724,,,
25,50.0000000000124,,,
26,41.4205389803524,,,
27,33.2161636945724,,,
